Stunde;Außen-temperatur;Absolute Feuchtigkeit;Entfeuchtungs-leistung (bei 26°C);Heizleistung;Kühlleistung;Gesamt-leistung
hh;°C;g/kg;kW;kW;kW;kW
2891;17,9;5,82;0,00;0,00;0,16;0,16
2892;18,6;5,77;0,00;0,00;0,12;0,12
2893;18,4;5,58;0,00;0,00;0,00;0,00
2894;17,1;7,15;0,00;0,00;0,00;0,00
2895;16,1;9,01;0,00;0,00;0,00;0,00
2896;15,2;9,18;0,00;0,00;0,00;0,00
2897;14,7;8,88;0,00;0,00;0,00;0,00
2898;14,3;8,64;0,00;0,00;0,00;0,00
2899;13,8;8,35;0,00;0,00;0,44;0,44
2900;13,4;8,1;0,00;0,00;1,54;1,54
2901;13,3;8,05;0,00;0,00;1,33;1,33
2902;13,2;7,99;0,00;0,00;1,49;1,49
2903;13;7,9;0,00;0,00;0,00;0,00
2904;13;8,32;0,00;0,00;0,00;0,00
2905;11,9;7,75;0,00;0,00;0,00;0,00
2906;10,7;7,44;0,00;0,00;0,00;0,00
2907;10,1;7,02;0,00;0,00;0,00;0,00
2908;9,4;6,92;0,00;0,00;0,00;0,00
2909;8,9;6,91;0,00;0,00;0,00;0,00
2910;9,4;7,66;0,00;0,00;0,00;0,00
2911;11;7,45;0,00;0,00;0,00;0,00
2912;12,9;7,14;0,00;0,00;0,00;0,00
2913;14,8;7,83;0,00;0,00;0,19;0,19
2914;16,7;6,99;0,00;0,00;0,26;0,26
2915;18,3;6,96;0,00;0,00;1,70;1,70
2916;19,5;6,75;0,00;0,00;1,50;1,50
2917;20,5;6,27;0,00;0,00;1,52;1,52
2918;20,9;5,88;0,00;0,00;0,31;0,31
2919;21,2;6,21;0,00;0,00;107,59;107,59
2920;21,2;5,88;0,00;0,00;168,37;168,37
2921;20,6;6,13;0,00;0,00;168,16;168,16
2922;19,7;6,39;0,00;0,00;77,96;77,96
2923;18,3;6,34;0,00;0,00;223,91;223,91
2924;16,9;6,45;0,00;0,00;132,66;132,66
2925;15,3;7,08;0,00;0,00;117,05;117,05
2926;13,8;6,88;0,00;0,00;42,46;42,46
2927;12,2;6,94;0,00;0,00;0,00;0,00
2928;10,7;6,91;0,00;0,00;0,00;0,00
2929;9,7;7,29;0,00;0,00;0,00;0,00
2930;8,6;6,91;0,00;0,00;0,00;0,00
2931;8;6,47;0,00;0,00;0,00;0,00
2932;7,5;6,2;0,00;0,00;0,00;0,00
2933;7;5,69;0,00;0,00;0,00;0,00
2934;7,7;5,42;0,00;0,00;0,00;0,00
2935;10,2;5,28;0,00;0,00;0,00;0,00
2936;12,7;5,65;0,00;0,00;0,14;0,14
2937;15,2;5,83;0,00;0,00;0,81;0,81
2938;17,5;5,16;0,00;0,00;1,79;1,79
2939;19,5;5,24;0,00;0,00;1,76;1,76
2940;21,2;5,5;0,00;0,00;195,13;195,13
2941;22,4;5,4;0,00;0,00;182,53;182,53
2942;23,2;5,11;0,00;0,00;200,14;200,14
2943;23,6;4,7;0,00;0,00;182,35;182,35
2944;23,5;4,53;0,00;0,00;192,96;192,96
2945;22,7;4,29;0,00;0,00;182,48;182,48
2946;21,3;4,18;0,00;0,00;151,94;151,94
2947;19,6;4,29;0,00;0,00;175,59;175,59
2948;17,7;4,48;0,00;0,00;76,12;76,12
2949;16,1;4,95;0,00;0,00;61,85;61,85
2950;14,4;4,89;0,00;0,00;38,46;38,46
2951;12,8;5,07;0,00;0,00;0,00;0,00
2952;11,2;5,12;0,00;0,00;0,00;0,00
2953;10,2;5,04;0,00;0,00;0,00;0,00
2954;9;5,07;0,00;0,00;0,00;0,00
2955;8,4;5,14;0,00;0,00;0,00;0,00
2956;7,8;4,93;0,00;0,00;0,00;0,00
2957;7,3;5,03;0,00;0,00;0,00;0,00
2958;8;4,95;0,00;0,00;0,00;0,00
2959;10,2;5,13;0,00;0,00;0,00;0,00
2960;12,4;5,24;0,00;0,00;0,16;0,16
2961;14,6;5,28;0,00;0,00;0,78;0,78
2962;16,6;4,93;0,00;0,00;1,57;1,57
2963;18,4;4,75;0,00;0,00;1,67;1,67
2964;19,8;4,68;0,00;0,00;140,00;140,00
2965;20,9;4,83;0,00;0,00;170,62;170,62
2966;21,6;4,63;0,00;0,00;179,56;179,56
2967;21,9;4,86;0,00;0,00;160,43;160,43
2968;21,8;4,94;0,00;0,00;170,27;170,27
2969;21,1;5;0,00;0,00;161,78;161,78
2970;19,9;4,95;0,00;0,00;139,72;139,72
2971;18,3;5,41;0,00;0,00;141,27;141,27
2972;16,6;5,27;0,00;0,00;54,89;54,89
2973;15,2;6,14;0,00;0,00;37,28;37,28
2974;13,8;6,3;0,00;0,00;21,85;21,85
2975;12,3;6,65;0,00;0,00;0,00;0,00
2976;10,9;6,88;0,00;0,00;0,00;0,00
2977;9,9;6,65;0,00;0,00;0,00;0,00
2978;8,9;6,55;0,00;0,00;0,00;0,00
2979;8,3;6,47;0,00;0,00;0,00;0,00
2980;7,9;6,6;0,00;0,00;0,00;0,00
2981;7,8;6,66;0,00;0,00;0,00;0,00
2982;8,7;7,26;0,00;0,00;0,00;0,00
2983;10,5;7,58;0,00;0,00;0,00;0,00
2984;12,9;7,36;0,00;0,00;0,14;0,14
2985;15,3;7,4;0,00;0,00;1,21;1,21
2986;17,7;6,45;0,00;0,00;2,38;2,38
2987;19,9;6,41;0,00;0,00;122,92;122,92
2988;21,7;6,34;0,00;0,00;196,90;196,90
2989;23,2;6,22;0,00;0,00;185,77;185,77
2990;24,1;6,12;0,00;0,00;202,84;202,84
2991;24,7;6,56;0,00;0,00;185,13;185,13
2992;24,7;6,47;0,00;0,00;196,55;196,55
2993;24,2;6,54;0,00;0,00;188,34;188,34
2994;23;6,75;0,00;0,00;159,34;159,34
2995;21,4;6,54;0,00;0,00;156,96;156,96
2996;19,6;6,72;0,00;0,00;62,85;62,85
2997;17,9;7,65;0,00;0,00;48,67;48,67
2998;16,2;7,45;0,00;0,00;32,40;32,40
2999;14,5;7,18;0,00;0,00;0,00;0,00
3000;12,8;7,9;0,00;0,00;0,00;0,00
3001;11,6;7,32;0,00;0,00;0,00;0,00
3002;10,4;6,95;0,00;0,00;0,00;0,00
3003;9,7;6,9;0,00;0,00;0,00;0,00
3004;9,3;6,91;0,00;0,00;0,00;0,00
3005;9,2;6,91;0,00;0,00;0,00;0,00
3006;10;7,14;0,00;0,00;0,00;0,00
3007;11,5;7,02;0,00;0,00;0,00;0,00
3008;13,5;7,45;0,00;0,00;0,11;0,11
3009;15,6;7,96;0,00;0,00;0,67;0,67
3010;17,7;6,86;0,00;0,00;1,57;1,57
3011;19,6;6,88;0,00;0,00;49,91;49,91
3012;21,3;7,49;0,00;0,00;185,41;185,41
3013;22,6;7,23;0,00;0,00;175,26;175,26
3014;23,6;6,88;0,00;0,00;191,64;191,64
3015;24,1;6,83;0,00;0,00;173,58;173,58
3016;24,2;6,71;0,00;0,00;186,73;186,73
3017;23,9;6,79;0,00;0,00;182,74;182,74
3018;22,9;6,73;0,00;0,00;156,73;156,73
3019;21,5;6,98;0,00;0,00;277,32;277,32
3020;19,9;6,9;0,00;0,00;175,12;175,12
3021;18;7,46;0,00;0,00;155,26;155,26
3022;16;6,97;0,00;0,00;72,96;72,96
3023;14,1;7,19;0,00;0,00;9,83;9,83
3024;12,1;7,47;0,00;0,00;0,00;0,00
3025;10,7;6,89;0,00;0,00;0,00;0,00
3026;9,1;6,85;0,00;0,00;0,00;0,00
3027;8,3;6,94;0,00;0,00;0,00;0,00
3028;7,7;6,44;0,00;0,00;0,00;0,00
3029;7,6;6,44;0,00;0,00;0,00;0,00
3030;8,3;7,12;0,00;0,00;0,00;0,00
3031;9,7;7,76;0,00;0,00;0,00;0,00
3032;11,5;7,95;0,00;0,00;0,11;0,11
3033;13,3;8,11;0,00;0,00;0,48;0,48
3034;15;7,13;0,00;0,00;0,96;0,96
3035;16,6;7,45;0,00;0,00;1,05;1,05
3036;17,9;7,46;0,00;0,00;32,15;32,15
3037;18,9;7,7;0,00;0,00;136,30;136,30
3038;19,6;7,84;0,00;0,00;155,02;155,02
3039;19,9;7,57;0,00;0,00;127,65;127,65
3040;19,9;7,37;0,00;0,00;135,65;135,65
3041;19,4;7,33;0,00;0,00;127,58;127,58
3042;18,4;7,1;0,00;0,00;116,60;116,60
3043;17,2;7,15;0,00;0,00;178,88;178,88
3044;15,8;7,18;0,00;0,00;101,87;101,87
3045;14,3;7,96;0,00;0,00;81,91;81,91
3046;12,7;7,59;0,00;0,00;76,46;76,46
3047;11,2;7,57;0,00;0,00;0,00;0,00
3048;9,7;7,15;0,00;0,00;0,00;0,00
3049;8,8;6,9;0,00;0,00;0,00;0,00
3050;7,9;6,71;0,00;0,00;0,00;0,00
3051;7,4;6,82;0,00;0,00;0,00;0,00
3052;7;6,66;0,00;0,00;0,00;0,00
3053;7;6,64;0,00;0,00;0,00;0,00
3054;7,7;7;0,00;0,00;0,00;0,00
3055;9,6;7;0,00;0,00;0,00;0,00
3056;11,4;7,13;0,00;0,00;0,00;0,00
3057;12,7;6,77;0,00;0,00;0,10;0,10
3058;14;5,98;0,00;0,00;0,15;0,15
3059;14,9;5,85;0,00;0,00;0,11;0,11
3060;15,9;5,66;0,00;0,00;0,00;0,00
3061;16,7;5,73;0,00;0,00;0,00;0,00
3062;16,9;7,38;0,00;0,00;0,15;0,15
3063;16,4;5,72;0,00;0,00;0,00;0,00
3064;15,7;7,31;0,00;0,00;0,17;0,17
3065;15,4;9,23;0,00;0,00;0,26;0,26
3066;14,9;7,26;0,00;0,00;0,19;0,19
3067;14;5,63;0,00;0,00;0,57;0,57
3068;13;5,05;0,00;0,00;5,09;5,09
3069;11,7;5,49;0,00;0,00;71,75;71,75
3070;10,3;5,29;0,00;0,00;66,07;66,07
3071;9;4,63;0,00;0,00;0,00;0,00
3072;7,7;4,69;0,00;0,00;0,00;0,00
3073;6,7;4,96;0,00;0,00;0,00;0,00
3074;5,7;4,88;0,00;0,00;0,00;0,00
3075;5,1;4,6;0,00;0,00;0,00;0,00
3076;4,8;4,42;0,00;0,00;0,00;0,00
3077;4,7;4,14;0,00;0,00;0,00;0,00
3078;5,4;3,89;0,00;0,00;0,00;0,00
3079;6,7;4,02;0,00;0,00;0,00;0,00
3080;7,7;4,26;0,00;0,00;0,00;0,00
3081;8,7;5,51;0,00;0,00;0,00;0,00
3082;10;4,33;0,00;0,00;0,00;0,00
3083;11,5;4,36;0,00;0,00;0,86;0,86
3084;13,2;4,7;0,00;0,00;0,89;0,89
3085;15,1;4,62;0,00;0,00;1,10;1,10
3086;16,5;4,64;0,00;0,00;0,25;0,25
3087;17,2;4,6;0,00;0,00;1,53;1,53
3088;17,3;4,8;0,00;0,00;1,54;1,54
3089;17,2;4,89;0,00;0,00;1,97;1,97
3090;16,5;4,59;0,00;0,00;0,14;0,14
3091;15,3;4,59;0,00;0,00;171,79;171,79
3092;14;4,76;0,00;0,00;109,08;109,08
3093;12,5;5,3;0,00;0,00;94,38;94,38
3094;11,1;5,28;0,00;0,00;24,48;24,48
3095;9,6;5,27;0,00;0,00;0,00;0,00
3096;8,1;5,39;0,00;0,00;0,00;0,00
3097;6,9;5,06;0,00;0,00;0,00;0,00
3098;5,5;4,87;0,00;0,00;0,00;0,00
3099;4,8;4,82;0,00;0,00;0,00;0,00
3100;4,2;4,7;0,00;0,00;0,00;0,00
3101;4;5,23;0,00;0,00;0,00;0,00
3102;4,6;5,37;0,00;0,00;0,00;0,00
3103;5,9;5,38;0,00;0,00;0,00;0,00
3104;7,5;5,54;0,00;0,00;0,00;0,00
3105;9,2;4,92;0,00;0,00;0,47;0,47
3106;10,8;4,83;0,00;0,00;0,98;0,98
3107;12,2;4,76;0,00;0,00;1,03;1,03
3108;13,5;5,07;0,00;0,00;1,39;1,39
3109;14,5;5,14;0,00;0,00;1,17;1,17
3110;15,2;5,19;0,00;0,00;2,71;2,71
3111;15,5;5,27;0,00;0,00;110,43;110,43
3112;15,5;5,33;0,00;0,00;120,24;120,24
3113;15;5,41;0,00;0,00;111,14;111,14
3114;14,1;5,88;0,00;0,00;96,54;96,54
3115;12,8;6,14;0,00;0,00;123,45;123,45
3116;11,3;6,16;0,00;0,00;35,53;35,53
3117;10,5;6,49;0,00;0,00;22,23;22,23
3118;9,8;6,45;0,00;0,00;12,57;12,57
3119;9,1;6,11;0,00;0,00;0,00;0,00
3120;8,3;6,29;0,00;0,00;0,00;0,00
3121;8,9;6,28;0,00;0,00;0,00;0,00
3122;9,5;6,59;0,00;0,00;0,00;0,00
3123;9,7;7,16;0,00;0,00;0,00;0,00
3124;10;6,98;0,00;0,00;0,00;0,00
3125;10;7,32;0,00;0,00;0,00;0,00
3126;10,3;7,46;0,00;0,00;0,00;0,00
3127;11;7,09;0,00;0,00;0,00;0,00
3128;11,7;7,62;0,00;0,00;0,00;0,00
3129;12,4;7,66;0,00;0,00;0,00;0,00
3130;12,9;7,9;0,00;0,00;0,45;0,45
3131;13,4;8,15;0,00;0,00;0,45;0,45
3132;14,1;8,52;0,00;0,00;1,02;1,02
3133;14,8;7,13;0,00;0,00;0,84;0,84
3134;15,2;6,84;0,00;0,00;0,72;0,72
3135;15,6;6,66;0,00;0,00;0,42;0,42
3136;15,7;6,36;0,00;0,00;0,52;0,52
3137;15,6;6,78;0,00;0,00;0,46;0,46
3138;15,3;6,91;0,00;0,00;0,30;0,30
3139;14,9;7,27;0,00;0,00;16,19;16,19
3140;14,4;8,72;0,00;0,00;40,21;40,21
3141;13,3;8,58;0,00;0,00;24,84;24,84
3142;12,1;7,97;0,00;0,00;11,33;11,33
3143;12;7,45;0,00;0,00;0,00;0,00
3144;11,2;7,87;0,00;0,00;0,00;0,00
3145;10,2;7,35;0,00;0,00;0,00;0,00
3146;8,8;6,98;0,00;0,00;0,00;0,00
3147;8,3;6,46;0,00;0,00;0,00;0,00
3148;7,8;6,54;0,00;0,00;0,00;0,00
3149;7,8;6,56;0,00;0,00;0,00;0,00
3150;8;6,36;0,00;0,00;0,00;0,00
3151;8,2;5,94;0,00;0,00;0,00;0,00
3152;8,6;6,02;0,00;0,00;0,00;0,00
3153;9;6,1;0,00;0,00;0,00;0,00
3154;9,4;6,26;0,00;0,00;0,54;0,54
3155;9,7;5,78;0,00;0,00;0,50;0,50
3156;10;5,61;0,00;0,00;0,73;0,73
3157;10,2;5,67;0,00;0,00;0,53;0,53
3158;10,2;5,65;0,00;0,00;0,51;0,51
3159;10,1;6,57;0,00;0,00;0,20;0,20
3160;10,1;5,54;0,00;0,00;0,25;0,25
3161;10;5,72;0,00;0,00;0,24;0,24
3162;9,8;5,84;0,00;0,00;0,18;0,18
3163;9,5;5,93;0,00;0,00;0,22;0,22
3164;8,5;6,26;0,00;0,00;0,00;0,00
3165;8,7;6,53;0,00;0,00;0,00;0,00
3166;8,1;6,57;0,00;0,00;0,00;0,00
3167;8;6,82;0,00;0,00;0,00;0,00
3168;7,6;6,29;0,00;0,00;0,00;0,00
3169;7,8;6,11;0,00;0,00;0,00;0,00
3170;7,9;6,4;0,00;0,00;0,00;0,00
3171;8,1;6,54;0,00;0,00;0,00;0,00
3172;7,8;6,15;0,00;0,00;0,00;0,00
3173;8,2;6,7;0,00;0,00;0,00;0,00
3174;8,6;6,93;0,00;0,00;0,00;0,00
3175;9,3;7,1;0,00;0,00;0,00;0,00
3176;10,6;7,36;0,00;0,00;0,00;0,00
3177;12,2;7,51;0,00;0,00;0,31;0,31
3178;13,3;6,68;0,00;0,00;0,77;0,77
3179;14,3;6,83;0,00;0,00;0,76;0,76
3180;15,4;6,57;0,00;0,00;1,35;1,35
3181;15,9;8,4;0,00;0,00;1,01;1,01
3182;16,5;6,62;0,00;0,00;0,91;0,91
3183;16,8;5,83;0,00;0,00;0,60;0,60
3184;17;6;0,00;0,00;0,81;0,81
3185;16,5;6,03;0,00;0,00;0,57;0,57
3186;15,7;6,16;0,00;0,00;0,24;0,24
3187;14,9;6,21;0,00;0,00;15,58;15,58
3188;14,2;6,55;0,00;0,00;131,21;131,21
3189;13,2;6,88;0,00;0,00;114,33;114,33
3190;12,1;6,69;0,00;0,00;51,19;51,19
3191;11,1;6,6;0,00;0,00;0,00;0,00
3192;10,1;6,41;0,00;0,00;0,00;0,00
3193;8,9;6,22;0,00;0,00;0,00;0,00
3194;7,6;5,99;0,00;0,00;0,00;0,00
3195;6,9;5,85;0,00;0,00;0,00;0,00
3196;6,4;6,08;0,00;0,00;0,00;0,00
3197;6,3;5,99;0,00;0,00;0,00;0,00
3198;7,4;6,19;0,00;0,00;0,00;0,00
3199;8,9;6,09;0,00;0,00;0,00;0,00
3200;10,9;5,93;0,00;0,00;0,00;0,00
3201;13,2;5,79;0,00;0,00;0,55;0,55
3202;15,1;5,07;0,00;0,00;1,07;1,07
3203;16,9;4,84;0,00;0,00;1,05;1,05
3204;16,3;5,26;0,00;0,00;19,79;19,79
3205;15,6;5,08;0,00;0,00;81,43;81,43
3206;15,3;4,94;0,00;0,00;97,26;97,26
3207;14,8;6,36;0,00;0,00;63,28;63,28
3208;14,5;4,95;0,00;0,00;64,32;64,32
3209;13,8;5,47;0,00;0,00;56,21;56,21
3210;12,9;6,95;0,00;0,00;41,76;41,76
3211;12,1;6,01;0,00;0,00;192,00;192,00
3212;11,1;5,68;0,00;0,00;127,91;127,91
3213;10,5;6,34;0,00;0,00;120,01;120,01
3214;10;6,43;0,00;0,00;118,05;118,05
3215;9,4;6,23;0,00;0,00;25,60;25,60
3216;8,8;6,36;0,00;0,00;0,00;0,00
3217;8,7;6,25;0,00;0,00;0,00;0,00
3218;8,5;6,54;0,00;0,00;0,00;0,00
3219;8,4;6,58;0,00;0,00;0,00;0,00
3220;8,3;6,63;0,00;0,00;0,00;0,00
3221;8,2;6,94;0,00;0,00;0,00;0,00
3222;9,5;7,02;0,00;0,00;0,00;0,00
3223;11,4;6,77;0,00;0,00;0,00;0,00
3224;14,2;7,52;0,00;0,00;0,00;0,00
3225;16,9;7,72;0,00;0,00;0,28;0,28
3226;19,3;6,69;0,00;0,00;0,37;0,37
3227;21,6;6,47;0,00;0,00;0,37;0,37
3228;22,2;6,89;0,00;0,00;0,21;0,21
3229;22,2;8,85;0,00;0,00;0,19;0,19
3230;22,2;6,88;0,00;0,00;63,22;63,22
3231;22,2;6,48;0,00;0,00;69,50;69,50
3232;22,1;6,82;0,00;0,00;93,45;93,45
3233;21,6;7,09;0,00;0,00;100,58;100,58
3234;20,7;7,73;0,00;0,00;94,11;94,11
3235;19,5;7,45;0,00;0,00;147,75;147,75
3236;18;7,17;0,00;0,00;129,65;129,65
3237;16,3;7,95;0,00;0,00;108,34;108,34
3238;14,6;7,55;0,00;0,00;101,02;101,02
3239;13;7,65;0,00;0,00;4,43;4,43
3240;11,3;7,65;0,00;0,00;0,00;0,00
3241;10,1;7,08;0,00;0,00;0,00;0,00
3242;8,8;7,07;0,00;0,00;0,00;0,00
3243;8,1;7,18;0,00;0,00;0,00;0,00
3244;7,7;6,95;0,00;0,00;0,00;0,00
3245;7,6;6,92;0,00;0,00;0,00;0,00
3246;8,7;7,48;0,00;0,00;0,00;0,00
3247;10,4;8,17;0,00;0,00;0,00;0,00
3248;12,2;8,42;0,00;0,00;0,00;0,00
3249;13,9;8,36;0,00;0,00;0,14;0,14
3250;15,5;7,26;0,00;0,00;0,18;0,18
3251;17,1;7,06;0,00;0,00;1,46;1,46
3252;18,6;6,91;0,00;0,00;1,34;1,34
3253;19,6;7,01;0,00;0,00;1,36;1,36
3254;20,5;6,76;0,00;0,00;19,42;19,42
3255;21,1;6,68;0,00;0,00;152,35;152,35
3256;21,1;6,57;0,00;0,00;156,09;156,09
3257;20,7;6,78;0,00;0,00;158,66;158,66
3258;19,7;6,46;0,00;0,00;68,47;68,47
3259;18,5;6,37;0,00;0,00;216,72;216,72
3260;17;6,38;0,00;0,00;133,47;133,47
3261;15,4;7,17;0,00;0,00;117,86;117,86
3262;13,7;6,79;0,00;0,00;41,80;41,80
3263;12,1;6,7;0,00;0,00;0,00;0,00
3264;10,4;6,75;0,00;0,00;0,00;0,00
3265;9,3;6,96;0,00;0,00;0,00;0,00
3266;8,2;6,59;0,00;0,00;0,00;0,00
3267;7,6;6,4;0,00;0,00;0,00;0,00
3268;7,1;6,18;0,00;0,00;0,00;0,00
3269;7,1;6,21;0,00;0,00;0,00;0,00
3270;8,2;6,16;0,00;0,00;0,00;0,00
3271;9,7;6,03;0,00;0,00;0,00;0,00
3272;11,8;6,25;0,00;0,00;0,00;0,00
3273;13,8;6,29;0,00;0,00;0,53;0,53
3274;15,7;5,77;0,00;0,00;1,17;1,17
3275;17,6;5,97;0,00;0,00;1,19;1,19
3276;19;5,95;0,00;0,00;1,64;1,64
3277;20,1;5,59;0,00;0,00;140,68;140,68
3278;20,8;5,69;0,00;0,00;158,80;158,80
3279;21,1;6;0,00;0,00;129,23;129,23
3280;21;5,88;0,00;0,00;136,51;136,51
3281;20,4;5,74;0,00;0,00;126,12;126,12
3282;19,4;5,88;0,00;0,00;109,87;109,87
3283;18,1;6,25;0,00;0,00;142,93;142,93
3284;16,6;6,15;0,00;0,00;67,47;67,47
3285;14,7;6,62;0,00;0,00;51,22;51,22
3286;12,9;6,32;0,00;0,00;27,83;27,83
3287;11;6,41;0,00;0,00;0,00;0,00
3288;9,1;6,21;0,00;0,00;0,00;0,00
3289;7,7;6,27;0,00;0,00;0,00;0,00
3290;6,2;6,26;0,00;0,00;0,00;0,00
3291;5,4;5,54;0,00;0,00;0,00;0,00
3292;4,8;5,59;0,00;0,00;0,00;0,00
3293;4,6;5,62;0,00;0,00;0,00;0,00
3294;5,9;5,77;0,00;0,00;0,00;0,00
3295;8;5,95;0,00;0,00;0,00;0,00
3296;10,3;6,18;0,00;0,00;0,15;0,15
3297;12,7;6,64;0,00;0,00;0,75;0,75
3298;15;6,1;0,00;0,00;1,33;1,33
3299;17;6,13;0,00;0,00;1,42;1,42
3300;18,7;5,98;0,00;0,00;36,31;36,31
3301;20;5,72;0,00;0,00;157,79;157,79
3302;20,9;5,65;0,00;0,00;174,32;174,32
3303;21,3;5,46;0,00;0,00;151,63;151,63
3304;21,3;5,45;0,00;0,00;161,67;161,67
3305;20,7;5,42;0,00;0,00;153,03;153,03
3306;19,4;5,57;0,00;0,00;148,42;148,42
3307;17,8;5,71;0,00;0,00;158,60;158,60
3308;15,9;5,6;0,00;0,00;68,50;68,50
3309;14,7;6,44;0,00;0,00;39,61;39,61
3310;13,4;6,61;0,00;0,00;24,79;24,79
3311;12,2;6,81;0,00;0,00;0,00;0,00
3312;10,9;6,32;0,00;0,00;0,00;0,00
3313;10,6;6,26;0,00;0,00;0,00;0,00
3314;10,1;5,94;0,00;0,00;0,00;0,00
3315;9,9;5,83;0,00;0,00;0,00;0,00
3316;9,7;5,95;0,00;0,00;0,00;0,00
3317;9,6;6,26;0,00;0,00;0,00;0,00
3318;10,6;6,48;0,00;0,00;0,00;0,00
3319;12,1;6,76;0,00;0,00;0,00;0,00
3320;13,8;7,54;0,00;0,00;0,12;0,12
3321;15,6;8,04;0,00;0,00;1,01;1,01
3322;17,2;7,42;0,00;0,00;1,64;1,64
3323;18,6;7,76;0,00;0,00;1,73;1,73
3324;19,7;7,93;0,00;0,00;119,14;119,14
3325;20,6;8,2;0,00;0,00;146,47;146,47
3326;21,2;8,18;0,00;0,00;153,10;153,10
3327;21,4;10,43;0,00;0,00;121,74;121,74
3328;21,3;8,96;0,00;0,00;129,20;129,20
3329;20,7;11,3;6,16;0,00;122,48;128,63
3330;20,1;9,45;0,42;0,00;110,47;110,89
3331;18,9;9,5;0,14;0,00;119,63;119,77
3332;17,6;9,81;2,22;0,00;60,32;62,55
3333;17,5;10,34;4,90;0,00;51,10;56,00
3334;17,3;10,45;4,30;0,00;49,48;53,78
3335;17,1;10,09;0,94;0,00;8,68;9,62
3336;17;11,15;1,04;0,00;0,00;1,04
3337;17,4;10,7;0,00;0,00;0,00;0,00
3338;17,9;10,93;0,00;0,00;0,00;0,00
3339;18,2;10,34;0,00;0,00;0,00;0,00
3340;18,3;10,54;0,00;0,00;0,00;0,00
3341;18,4;11,1;0,00;0,00;0,00;0,00
3342;18,8;12,23;0,00;0,00;0,00;0,00
3343;19,5;12,79;4,66;0,00;0,00;4,66
3344;20,2;12,79;5,66;0,00;0,00;5,66
3345;21;12,79;15,20;0,00;0,49;15,69
3346;21,7;12,62;20,75;0,00;0,98;21,73
3347;22,2;12,8;24,51;0,00;98,31;122,82
3348;22,8;12,69;26,08;0,00;147,56;173,64
3349;23,2;12,81;24,14;0,00;145,29;169,43
3350;23,6;12,81;20,18;0,00;141,03;161,20
3351;23,8;12,81;17,46;0,00;105,11;122,57
3352;23,8;12,81;20,73;0,00;110,11;130,84
3353;23,7;12,81;20,71;0,00;107,54;128,25
3354;23,5;12,81;17,02;0,00;96,27;113,29
3355;23,1;12,81;41,48;0,00;196,08;237,55
3356;21,8;12,81;52,56;0,00;168,83;221,39
3357;21,7;12,81;50,63;0,00;158,93;209,57
3358;21,2;12,81;21,51;0,00;87,15;108,66
3359;20,7;12,81;3,69;0,00;22,92;26,62
3360;20,2;12,81;2,29;0,00;13,73;16,02
3361;19,4;12,6;0,00;0,00;0,00;0,00
3362;18,8;12;0,00;0,00;0,00;0,00
3363;18,1;12,59;0,00;0,00;0,00;0,00
3364;18,1;12,58;0,00;0,00;0,00;0,00
3365;18,2;12,81;0,00;0,00;0,00;0,00
3366;18,3;12,71;0,00;0,00;0,00;0,00
3367;18,5;12,81;5,37;0,00;0,00;5,37
3368;18,7;12,81;4,42;0,00;0,00;4,42
3369;19,1;12,81;11,55;0,00;0,19;11,74
3370;19,6;12,36;16,10;0,00;0,66;16,76
3371;20,1;12,21;16,71;0,00;0,69;17,40
3372;20,6;12,4;20,74;0,00;92,41;113,15
3373;20,9;12,82;19,86;0,00;115,60;135,46
3374;21,1;12,05;15,08;0,00;123,43;138,51
3375;21,3;12,05;13,20;0,00;86,40;99,61
3376;21,2;12,81;20,25;0,00;92,54;112,79
3377;21,1;12,81;20,24;0,00;91,35;111,59
3378;21;12,81;19,46;0,00;89,68;109,15
3379;20,8;12,81;39,59;0,00;171,62;211,21
3380;20;12,81;45,09;0,00;134,94;180,04
3381;19,6;12,81;42,35;0,00;122,98;165,33
3382;18,8;12,81;41,19;0,00;123,54;164,73
3383;16,9;12,45;3,16;0,00;0,00;3,16
3384;17;11,94;1,59;0,00;0,00;1,59
3385;17,2;12,16;0,00;0,00;0,00;0,00
3386;16,6;11,02;0,00;0,00;0,00;0,00
3387;16,4;11,46;0,00;0,00;0,00;0,00
3388;16,2;11,64;0,00;0,00;0,00;0,00
3389;16,2;12,1;0,00;0,00;0,00;0,00
3390;16,6;11,98;0,00;0,00;0,00;0,00
3391;17,2;11,23;0,44;0,00;0,00;0,44
3392;17,9;10,88;0,51;0,00;0,00;0,51
3393;18,5;11,37;3,15;0,00;0,00;3,15
3394;19,2;11,86;5,31;0,00;0,10;5,42
3395;19,8;12,32;6,71;0,00;0,10;6,81
3396;20,3;12,69;7,68;0,00;0,00;7,68
3397;20,6;12,8;9,25;0,00;0,11;9,35
3398;21;10,36;2,12;0,00;0,17;2,28
3399;21;12,8;7,62;0,00;0,11;7,73
3400;21;12,79;10,60;0,00;0,23;10,83
3401;20,7;12,79;13,30;0,00;27,09;40,39
3402;20,1;12,78;9,54;0,00;41,93;51,47
3403;20,2;12,59;15,50;0,00;104,12;119,62
3404;19,7;12,19;32,25;0,00;148,30;180,55
3405;18,6;11,38;29,37;0,00;131,33;160,69
3406;17,5;10,62;21,62;0,00;129,04;150,66
3407;16,4;9,91;4,31;0,00;30,83;35,14
3408;15,4;9,59;0,00;0,00;0,00;0,00
3409;14,4;10,12;0,00;0,00;0,00;0,00
